Location,Year,Planting,Latitude,Longitude,Genetics,id_trial,id_loc,PlantingDate,Mat,Yield_Sim,MaxStage,StartDate,PlantingDate_Sim,DTM_Sim,MatDate_Sim,EndDate,Result
DEH1_2017,2017,2017-04-28,38.67025825,-75.4333645,B_112,276,34,2017-04-28,B_112,11015.669687959256,11,2017-03-28,2017-04-28,130,2017-09-05,2017-10-05,Harvested at Maturity.
DEH1_2017,2017,2017-04-28,38.67025825,-75.4333645,B_130,277,34,2017-04-28,B_130,12245.521285077282,11,2017-03-28,2017-04-28,147,2017-09-22,2017-10-22,Harvested at Maturity.
DEH1_2017,2017,2017-04-28,38.67025825,-75.4333645,B_108,278,34,2017-04-28,B_108,10715.617583824527,11,2017-03-28,2017-04-28,124,2017-08-30,2017-09-30,Harvested at Maturity.
GAH1_2017,2017,2017-04-04,31.50794425,-83.55854475000001,B_130,279,35,2017-04-04,B_130,11103.284842331876,11,2017-03-04,2017-04-04,129,2017-08-11,2017-09-11,Harvested at Maturity.
GAH1_2017,2017,2017-04-04,31.50794425,-83.55854475000001,B_120,280,35,2017-04-04,B_120,9808.364029491244,11,2017-03-04,2017-04-04,122,2017-08-04,2017-09-04,Harvested at Maturity.
GAH1_2017,2017,2017-04-04,31.50794425,-83.55854475000001,B_115,281,35,2017-04-04,B_115,9819.091532687567,11,2017-03-04,2017-04-04,119,2017-08-01,2017-09-01,Harvested at Maturity.
GAH1_2017,2017,2017-04-04,31.50794425,-83.55854475000001,B_110,282,35,2017-04-04,B_110,9824.573517231212,11,2017-03-04,2017-04-04,115,2017-07-28,2017-08-28,Harvested at Maturity.
GAH1_2017,2017,2017-04-04,31.50794425,-83.55854475000001,B_112,283,35,2017-04-04,B_112,9925.224529283583,11,2017-03-04,2017-04-04,116,2017-07-29,2017-08-29,Harvested at Maturity.
GAH2_2017,2017,2017-05-02,33.727145,-83.29821525,B_115,284,36,2017-05-02,B_115,10125.894441209108,11,2017-04-02,2017-05-02,115,2017-08-25,2017-09-25,Harvested at Maturity.
GAH2_2017,2017,2017-05-02,33.727145,-83.29821525,B_112,285,36,2017-05-02,B_112,10518.329956556452,11,2017-04-02,2017-05-02,112,2017-08-22,2017-09-22,Harvested at Maturity.
GAH2_2017,2017,2017-05-02,33.727145,-83.29821525,B_108,286,36,2017-05-02,B_108,10404.1057676661,11,2017-04-02,2017-05-02,109,2017-08-19,2017-09-19,Harvested at Maturity.
GAH2_2017,2017,2017-05-02,33.727145,-83.29821525,B_120,287,36,2017-05-02,B_120,9961.912471148536,11,2017-04-02,2017-05-02,119,2017-08-29,2017-09-29,Harvested at Maturity.
GAH2_2017,2017,2017-05-02,33.727145,-83.29821525,B_110,288,36,2017-05-02,B_110,10645.163569511462,11,2017-04-02,2017-05-02,112,2017-08-22,2017-09-22,Harvested at Maturity.
GAH2_2017,2017,2017-05-02,33.727145,-83.29821525,B_130,289,36,2017-05-02,B_130,11252.133087913791,11,2017-04-02,2017-05-02,127,2017-09-06,2017-10-06,Harvested at Maturity.
IAH2_2017,2017,2017-05-06,42.06582876,-94.7205012925,B_115,290,20,2017-05-06,B_115,10344.415208239743,11,2017-04-06,2017-05-06,150,2017-10-03,2017-11-03,Harvested at Maturity.
IAH2_2017,2017,2017-05-06,42.06582876,-94.7205012925,B_120,291,20,2017-05-06,B_120,10169.647997500972,11,2017-04-06,2017-05-06,155,2017-10-08,2017-11-08,Harvested at Maturity.
IAH2_2017,2017,2017-05-06,42.06582876,-94.7205012925,B_108,292,20,2017-05-06,B_108,10738.796185256788,11,2017-04-06,2017-05-06,141,2017-09-24,2017-10-24,Harvested at Maturity.
IAH2_2017,2017,2017-05-06,42.06582876,-94.7205012925,B_112,293,20,2017-05-06,B_112,10495.012953907331,11,2017-04-06,2017-05-06,145,2017-09-28,2017-10-28,Harvested at Maturity.
IAH2_2017,2017,2017-05-06,42.06582876,-94.7205012925,B_110,294,20,2017-05-06,B_110,10602.04047280022,11,2017-04-06,2017-05-06,144,2017-09-27,2017-10-27,Harvested at Maturity.
IAH2_2017,2017,2017-05-06,42.06582876,-94.7205012925,B_105,295,20,2017-05-06,B_105,10639.59944206942,11,2017-04-06,2017-05-06,139,2017-09-22,2017-10-22,Harvested at Maturity.
IAH2_2017,2017,2017-05-06,42.06582876,-94.7205012925,B_100,296,20,2017-05-06,B_100,10719.062503992283,11,2017-04-06,2017-05-06,132,2017-09-15,2017-10-15,Harvested at Maturity.
IAH2_2017,2017,2017-05-06,42.06582876,-94.7205012925,B_103,297,20,2017-05-06,B_103,10812.096134500383,11,2017-04-06,2017-05-06,134,2017-09-17,2017-10-17,Harvested at Maturity.
IAH2_2017,2017,2017-05-06,42.06582876,-94.7205012925,B_130,298,20,2017-05-06,B_130,10011.187613888658,11,2017-04-06,2017-05-06,187,2017-11-09,2017-12-09,Harvested at Maturity.
IAH3_2017,2017,2017-04-25,41.9758706025,-92.2431888125,B_112,299,21,2017-04-25,B_112,10545.318453396749,11,2017-03-25,2017-04-25,155,2017-09-27,2017-10-27,Harvested at Maturity.
IAH3_2017,2017,2017-04-25,41.9758706025,-92.2431888125,B_115,300,21,2017-04-25,B_115,10521.470577837994,11,2017-03-25,2017-04-25,159,2017-10-01,2017-11-01,Harvested at Maturity.
IAH3_2017,2017,2017-04-25,41.9758706025,-92.2431888125,B_110,301,21,2017-04-25,B_110,10607.987437040743,11,2017-03-25,2017-04-25,155,2017-09-27,2017-10-27,Harvested at Maturity.
IAH3_2017,2017,2017-04-25,41.9758706025,-92.2431888125,B_120,302,21,2017-04-25,B_120,10201.727135077545,11,2017-03-25,2017-04-25,165,2017-10-07,2017-11-07,Harvested at Maturity.
IAH3_2017,2017,2017-04-25,41.9758706025,-92.2431888125,B_130,303,21,2017-04-25,B_130,9389.944608874452,8.912603905388867,2017-03-25,2017-04-25,161,2017-10-03,2017-11-03,Dead from Total Senescence.
IAH3_2017,2017,2017-04-25,41.9758706025,-92.2431888125,B_108,304,21,2017-04-25,B_108,11141.612461677783,11,2017-03-25,2017-04-25,151,2017-09-23,2017-10-23,Harvested at Maturity.
IAH4_2017,2017,2017-05-07,41.9945543175,-93.690309475,B_120,305,22,2017-05-07,B_120,9773.782907936584,11,2017-04-07,2017-05-07,151,2017-10-05,2017-11-05,Harvested at Maturity.
IAH4_2017,2017,2017-05-07,41.9945543175,-93.690309475,B_110,306,22,2017-05-07,B_110,10318.324455853286,11,2017-04-07,2017-05-07,142,2017-09-26,2017-10-26,Harvested at Maturity.
IAH4_2017,2017,2017-05-07,41.9945543175,-93.690309475,B_115,307,22,2017-05-07,B_115,10196.38281351253,11,2017-04-07,2017-05-07,145,2017-09-29,2017-10-29,Harvested at Maturity.
IAH4_2017,2017,2017-05-07,41.9945543175,-93.690309475,B_105,308,22,2017-05-07,B_105,10719.105286042612,11,2017-04-07,2017-05-07,134,2017-09-18,2017-10-18,Harvested at Maturity.
IAH4_2017,2017,2017-05-07,41.9945543175,-93.690309475,B_103,309,22,2017-05-07,B_103,10913.271950506449,11,2017-04-07,2017-05-07,132,2017-09-16,2017-10-16,Harvested at Maturity.
IAH4_2017,2017,2017-05-07,41.9945543175,-93.690309475,B_108,310,22,2017-05-07,B_108,10626.653705447345,11,2017-04-07,2017-05-07,138,2017-09-22,2017-10-22,Harvested at Maturity.
IAH4_2017,2017,2017-05-07,41.9945543175,-93.690309475,B_100,311,22,2017-05-07,B_100,10720.86994942484,11,2017-04-07,2017-05-07,130,2017-09-14,2017-10-14,Harvested at Maturity.
IAH4_2017,2017,2017-05-07,41.9945543175,-93.690309475,B_112,312,22,2017-05-07,B_112,10574.125913759492,11,2017-04-07,2017-05-07,141,2017-09-25,2017-10-25,Harvested at Maturity.
IAH4_2017,2017,2017-05-07,41.9945543175,-93.690309475,B_130,313,22,2017-05-07,B_130,9258.033824122916,11,2017-04-07,2017-05-07,168,2017-10-22,2017-11-22,Harvested at Maturity.
ILH1_2017,2017,2017-04-26,34.19196292257452,-101.96587766472442,B_112,314,37,2017-04-26,B_112,6973.842891947083,8.836550813334387,2017-03-26,2017-04-26,110,2017-08-14,2017-09-14,Dead from Total Senescence.
ILH1_2017,2017,2017-04-26,34.19196292257452,-101.96587766472442,B_115,315,37,2017-04-26,B_115,6720.066293108615,8.843753668268263,2017-03-26,2017-04-26,113,2017-08-17,2017-09-17,Dead from Total Senescence.
ILH1_2017,2017,2017-04-26,34.19196292257452,-101.96587766472442,B_120,316,37,2017-04-26,B_120,6717.6716862451995,8.771870025372305,2017-03-26,2017-04-26,113,2017-08-17,2017-09-17,Dead from Total Senescence.
ILH1_2017,2017,2017-04-26,34.19196292257452,-101.96587766472442,B_108,317,37,2017-04-26,B_108,6834.383620987703,8.903997853919416,2017-03-26,2017-04-26,111,2017-08-15,2017-09-15,Dead from Total Senescence.
ILH1_2017,2017,2017-04-26,34.19196292257452,-101.96587766472442,B_110,318,37,2017-04-26,B_110,7048.743754909964,8.846864453498783,2017-03-26,2017-04-26,110,2017-08-14,2017-09-14,Dead from Total Senescence.
MIH1_2017,2017,2017-05-22,42.68116575,-84.49434124999999,B_120,319,38,2017-05-22,B_120,10779.652518374303,8.969284343134417,2017-04-22,2017-05-22,155,2017-10-24,2017-11-24,Dead from Total Senescence.
MIH1_2017,2017,2017-05-22,42.68116575,-84.49434124999999,B_115,320,38,2017-05-22,B_115,10900.676466131144,11,2017-04-22,2017-05-22,191,2017-11-29,2017-12-29,Harvested at Maturity.
MIH1_2017,2017,2017-05-22,42.68116575,-84.49434124999999,B_105,321,38,2017-05-22,B_105,11399.976877219986,11,2017-04-22,2017-05-22,149,2017-10-18,2017-11-18,Harvested at Maturity.
MIH1_2017,2017,2017-05-22,42.68116575,-84.49434124999999,B_110,322,38,2017-05-22,B_110,11415.063327255146,11,2017-04-22,2017-05-22,165,2017-11-03,2017-12-03,Harvested at Maturity.
MIH1_2017,2017,2017-05-22,42.68116575,-84.49434124999999,B_112,323,38,2017-05-22,B_112,11374.466303392244,11,2017-04-22,2017-05-22,168,2017-11-06,2017-12-06,Harvested at Maturity.
MIH1_2017,2017,2017-05-22,42.68116575,-84.49434124999999,B_100,324,38,2017-05-22,B_100,11201.364364332405,11,2017-04-22,2017-05-22,141,2017-10-10,2017-11-10,Harvested at Maturity.
MIH1_2017,2017,2017-05-22,42.68116575,-84.49434124999999,B_108,325,38,2017-05-22,B_108,11364.733405197823,11,2017-04-22,2017-05-22,153,2017-10-22,2017-11-22,Harvested at Maturity.
MIH1_2017,2017,2017-05-22,42.68116575,-84.49434124999999,B_103,326,38,2017-05-22,B_103,11503.563926404957,11,2017-04-22,2017-05-22,145,2017-10-14,2017-11-14,Harvested at Maturity.
MNH1_2017,2017,2017-05-10,44.06646925,-93.533648,B_115,327,26,2017-05-10,B_115,11302.20863934404,11,2017-04-10,2017-05-10,201,2017-11-27,2017-12-27,Harvested at Maturity.
MNH1_2017,2017,2017-05-10,44.06646925,-93.533648,B_120,328,26,2017-05-10,B_120,11491.983384905305,10.614832138279406,2017-04-10,2017-05-10,238,2018-01-03,2018-02-03,"Stalled, killed."
MNH1_2017,2017,2017-05-10,44.06646925,-93.533648,B_108,329,26,2017-05-10,B_108,10937.53027862336,11,2017-04-10,2017-05-10,159,2017-10-16,2017-11-16,Harvested at Maturity.
MNH1_2017,2017,2017-05-10,44.06646925,-93.533648,B_105,330,26,2017-05-10,B_105,10681.092624746656,11,2017-04-10,2017-05-10,153,2017-10-10,2017-11-10,Harvested at Maturity.
MNH1_2017,2017,2017-05-10,44.06646925,-93.533648,B_95,331,26,2017-05-10,B_95,10905.54248972502,11,2017-04-10,2017-05-10,137,2017-09-24,2017-10-24,Harvested at Maturity.
MNH1_2017,2017,2017-05-10,44.06646925,-93.533648,B_103,332,26,2017-05-10,B_103,10642.820016136666,11,2017-04-10,2017-05-10,148,2017-10-05,2017-11-05,Harvested at Maturity.
MNH1_2017,2017,2017-05-10,44.06646925,-93.533648,B_112,333,26,2017-05-10,B_112,11189.51747583298,11,2017-04-10,2017-05-10,170,2017-10-27,2017-11-27,Harvested at Maturity.
MNH1_2017,2017,2017-05-10,44.06646925,-93.533648,B_110,334,26,2017-05-10,B_110,11213.120368585398,11,2017-04-10,2017-05-10,168,2017-10-25,2017-11-25,Harvested at Maturity.
MNH1_2017,2017,2017-05-10,44.06646925,-93.533648,B_100,335,26,2017-05-10,B_100,10894.807517445535,11,2017-04-10,2017-05-10,143,2017-09-30,2017-10-30,Harvested at Maturity.
MOH1_2017,2017,2017-05-15,38.89264,-92.2057525,B_115,336,39,2017-05-15,B_115,10849.05212022358,11,2017-04-15,2017-05-15,130,2017-09-22,2017-10-22,Harvested at Maturity.
MOH1_2017,2017,2017-05-15,38.89264,-92.2057525,B_120,337,39,2017-05-15,B_120,10407.538392711547,11,2017-04-15,2017-05-15,133,2017-09-25,2017-10-25,Harvested at Maturity.
MOH1_2017,2017,2017-05-15,38.89264,-92.2057525,B_108,338,39,2017-05-15,B_108,10808.11247389119,11,2017-04-15,2017-05-15,122,2017-09-14,2017-10-14,Harvested at Maturity.
MOH1_2017,2017,2017-05-15,38.89264,-92.2057525,B_110,339,39,2017-05-15,B_110,10761.766802876477,11,2017-04-15,2017-05-15,126,2017-09-18,2017-10-18,Harvested at Maturity.
MOH1_2017,2017,2017-05-15,38.89264,-92.2057525,B_112,340,39,2017-05-15,B_112,10728.518059112055,11,2017-04-15,2017-05-15,126,2017-09-18,2017-10-18,Harvested at Maturity.
MOH1_2017,2017,2017-05-15,38.89264,-92.2057525,B_130,341,39,2017-05-15,B_130,10142.036589510986,8.992619101078235,2017-04-15,2017-05-15,133,2017-09-25,2017-10-25,Dead from Total Senescence.
NEH3_2017,2017,2017-05-16,41.162,-96.409,B_115,342,40,2017-05-16,B_115,10914.003845395251,11,2017-04-16,2017-05-16,137,2017-09-30,2017-10-30,Harvested at Maturity.
NEH3_2017,2017,2017-05-16,41.162,-96.409,B_120,343,40,2017-05-16,B_120,10591.228515644709,11,2017-04-16,2017-05-16,141,2017-10-04,2017-11-04,Harvested at Maturity.
NEH3_2017,2017,2017-05-16,41.162,-96.409,B_110,344,40,2017-05-16,B_110,11046.313798839592,11,2017-04-16,2017-05-16,133,2017-09-26,2017-10-26,Harvested at Maturity.
NEH3_2017,2017,2017-05-24,41.162,-96.409,B_115,345,40,2017-05-24,B_115,10453.04855358373,11,2017-04-24,2017-05-24,132,2017-10-03,2017-11-03,Harvested at Maturity.
NEH3_2017,2017,2017-05-24,41.162,-96.409,B_120,346,40,2017-05-24,B_120,10543.888956162862,11,2017-04-24,2017-05-24,140,2017-10-11,2017-11-11,Harvested at Maturity.
NEH3_2017,2017,2017-05-24,41.162,-96.409,B_112,347,40,2017-05-24,B_112,10530.883696430574,11,2017-04-24,2017-05-24,128,2017-09-29,2017-10-29,Harvested at Maturity.
NEH3_2017,2017,2017-05-24,41.162,-96.409,B_110,348,40,2017-05-24,B_110,10512.162499049808,11,2017-04-24,2017-05-24,127,2017-09-28,2017-10-28,Harvested at Maturity.
NEH3_2017,2017,2017-05-16,41.162,-96.409,B_112,349,40,2017-05-16,B_112,11147.18629958691,11,2017-04-16,2017-05-16,132,2017-09-25,2017-10-25,Harvested at Maturity.
NEH4_2017,2017,2017-05-16,41.162,-96.409,B_115,350,40,2017-05-16,B_115,10914.003845395251,11,2017-04-16,2017-05-16,137,2017-09-30,2017-10-30,Harvested at Maturity.
NEH4_2017,2017,2017-05-16,41.162,-96.409,B_120,351,40,2017-05-16,B_120,10591.228515644709,11,2017-04-16,2017-05-16,141,2017-10-04,2017-11-04,Harvested at Maturity.
NEH4_2017,2017,2017-05-16,41.162,-96.409,B_112,352,40,2017-05-16,B_112,11147.18629958691,11,2017-04-16,2017-05-16,132,2017-09-25,2017-10-25,Harvested at Maturity.
NEH4_2017,2017,2017-05-16,41.162,-96.409,B_110,353,40,2017-05-16,B_110,11046.313798839592,11,2017-04-16,2017-05-16,133,2017-09-26,2017-10-26,Harvested at Maturity.
NYH1_2017,2017,2017-05-20,42.72880835,-76.6515625,B_105,354,41,2017-05-20,B_105,12215.762887168632,11,2017-04-20,2017-05-20,174,2017-11-10,2017-12-10,Harvested at Maturity.
NYH1_2017,2017,2017-05-20,42.72880835,-76.6515625,B_103,355,41,2017-05-20,B_103,12320.466629517025,11,2017-04-20,2017-05-20,166,2017-11-02,2017-12-02,Harvested at Maturity.
NYH1_2017,2017,2017-05-20,42.72880835,-76.6515625,B_100,356,41,2017-05-20,B_100,12229.96113454711,11,2017-04-20,2017-05-20,158,2017-10-25,2017-11-25,Harvested at Maturity.
NYH1_2017,2017,2017-05-20,42.72880835,-76.6515625,B_110,357,41,2017-05-20,B_110,11808.20466444791,8.997671163077039,2017-04-20,2017-05-20,173,2017-11-09,2017-12-09,Dead from Total Senescence.
NYH1_2017,2017,2017-05-20,42.72880835,-76.6515625,B_112,358,41,2017-05-20,B_112,11610.5311639046,8.98552090533997,2017-04-20,2017-05-20,173,2017-11-09,2017-12-09,Dead from Total Senescence.
NYH1_2017,2017,2017-05-20,42.72880835,-76.6515625,B_108,359,41,2017-05-20,B_108,12362.69784467405,11,2017-04-20,2017-05-20,194,2017-11-30,2017-12-30,Harvested at Maturity.
NYH1_2017,2017,2017-05-20,42.72880835,-76.6515625,B_120,360,41,2017-05-20,B_120,10797.08268260584,8.893619569381887,2017-04-20,2017-05-20,173,2017-11-09,2017-12-09,Dead from Total Senescence.
NYH1_2017,2017,2017-05-20,42.72880835,-76.6515625,B_115,361,41,2017-05-20,B_115,11387.736023088775,8.949543610229775,2017-04-20,2017-05-20,173,2017-11-09,2017-12-09,Dead from Total Senescence.
NYH1_2017,2024,NA,42.72880835,-76.6515625,B_120,362,41,NA,B_120,NA,NA,NA,NA,NA,NA,NA,NA
NYH2_2017,2017,2017-05-18,42.73248125,-76.65275025,B_105,363,42,2017-05-18,B_105,12518.721657117892,11,2017-04-18,2017-05-18,170,2017-11-04,2017-12-04,Harvested at Maturity.
NYH2_2017,2017,2017-05-18,42.73248125,-76.65275025,B_110,364,42,2017-05-18,B_110,12322.830726707967,10.747378101312323,2017-04-18,2017-05-18,235,2018-01-08,2018-02-08,"Stalled, killed."
NYH2_2017,2017,2017-05-18,42.73248125,-76.65275025,B_120,365,42,2017-05-18,B_120,11340.906971070082,8.911979572640039,2017-04-18,2017-05-18,175,2017-11-09,2017-12-09,Dead from Total Senescence.
NYH2_2017,2017,2017-05-18,42.73248125,-76.65275025,B_103,366,42,2017-05-18,B_103,12167.198656594644,11,2017-04-18,2017-05-18,163,2017-10-28,2017-11-28,Harvested at Maturity.
NYH2_2017,2017,2017-05-18,42.73248125,-76.65275025,B_112,367,42,2017-05-18,B_112,12576.06767781546,10.798998692024316,2017-04-18,2017-05-18,235,2018-01-08,2018-02-08,"Stalled, killed."
NYH2_2017,2017,2017-05-18,42.73248125,-76.65275025,B_108,368,42,2017-05-18,B_108,12552.673490674011,11,2017-04-18,2017-05-18,189,2017-11-23,2017-12-23,Harvested at Maturity.
NYH2_2017,2017,2017-05-18,42.73248125,-76.65275025,B_115,369,42,2017-05-18,B_115,11965.97202983881,8.969052609780483,2017-04-18,2017-05-18,175,2017-11-09,2017-12-09,Dead from Total Senescence.
NYH2_2017,2017,2017-05-18,42.73248125,-76.65275025,B_100,370,42,2017-05-18,B_100,11741.421187645985,11,2017-04-18,2017-05-18,158,2017-10-23,2017-11-23,Harvested at Maturity.
NYH3_2017,2017,2017-05-18,42.73339625,-76.65274699999999,B_115,371,43,2017-05-18,B_115,11965.97202983881,8.969052609780483,2017-04-18,2017-05-18,175,2017-11-09,2017-12-09,Dead from Total Senescence.
NYH3_2017,2017,2017-05-18,42.73339625,-76.65274699999999,B_112,372,43,2017-05-18,B_112,12576.06767781546,10.798998692024316,2017-04-18,2017-05-18,235,2018-01-08,2018-02-08,"Stalled, killed."
NYH3_2017,2017,2017-05-18,42.73339625,-76.65274699999999,B_120,373,43,2017-05-18,B_120,11340.906971070082,8.911979572640039,2017-04-18,2017-05-18,175,2017-11-09,2017-12-09,Dead from Total Senescence.
NYH3_2017,2017,2017-05-18,42.73339625,-76.65274699999999,B_110,374,43,2017-05-18,B_110,12322.830726707967,10.747378101312323,2017-04-18,2017-05-18,235,2018-01-08,2018-02-08,"Stalled, killed."
NYH3_2017,2017,2017-05-18,42.73339625,-76.65274699999999,B_105,375,43,2017-05-18,B_105,12518.721657117892,11,2017-04-18,2017-05-18,170,2017-11-04,2017-12-04,Harvested at Maturity.
NYH3_2017,2017,2017-05-18,42.73339625,-76.65274699999999,B_108,376,43,2017-05-18,B_108,12552.673490674011,11,2017-04-18,2017-05-18,189,2017-11-23,2017-12-23,Harvested at Maturity.
OHH1_2017,2017,2017-05-16,39.855785,-83.66477375000001,B_115,377,44,2017-05-16,B_115,11316.15034859456,11,2017-04-16,2017-05-16,151,2017-10-14,2017-11-14,Harvested at Maturity.
OHH1_2017,2017,2017-05-16,39.855785,-83.66477375000001,B_110,378,44,2017-05-16,B_110,11177.501911678975,11,2017-04-16,2017-05-16,146,2017-10-09,2017-11-09,Harvested at Maturity.
OHH1_2017,2017,2017-05-16,39.855785,-83.66477375000001,B_120,379,44,2017-05-16,B_120,11530.742234351112,11,2017-04-16,2017-05-16,159,2017-10-22,2017-11-22,Harvested at Maturity.
OHH1_2017,2017,2017-05-16,39.855785,-83.66477375000001,B_112,380,44,2017-05-16,B_112,11180.512574290628,11,2017-04-16,2017-05-16,147,2017-10-10,2017-11-10,Harvested at Maturity.
OHH1_2017,2017,2017-05-16,39.855785,-83.66477375000001,B_108,381,44,2017-05-16,B_108,10995.893285438222,11,2017-04-16,2017-05-16,142,2017-10-05,2017-11-05,Harvested at Maturity.
WIH1_2017,2017,2017-05-05,43.05668125,-89.5308135,B_120,382,45,2017-05-05,B_120,12309.269490509392,10.994873252541982,2017-04-05,2017-05-05,246,2018-01-06,2018-02-06,"Stalled, killed."
WIH1_2017,2017,2017-05-05,43.05668125,-89.5308135,B_115,383,45,2017-05-05,B_115,12159.585761184817,11,2017-04-05,2017-05-05,188,2017-11-09,2017-12-09,Harvested at Maturity.
WIH1_2017,2017,2017-05-05,43.05668125,-89.5308135,B_112,384,45,2017-05-05,B_112,11978.963900613728,11,2017-04-05,2017-05-05,169,2017-10-21,2017-11-21,Harvested at Maturity.
WIH1_2017,2017,2017-05-05,43.05668125,-89.5308135,B_100,385,45,2017-05-05,B_100,11548.128032621644,11,2017-04-05,2017-05-05,149,2017-10-01,2017-11-01,Harvested at Maturity.
WIH1_2017,2017,2017-05-05,43.05668125,-89.5308135,B_110,386,45,2017-05-05,B_110,11774.444325436092,11,2017-04-05,2017-05-05,170,2017-10-22,2017-11-22,Harvested at Maturity.
WIH1_2017,2017,2017-05-05,43.05668125,-89.5308135,B_105,387,45,2017-05-05,B_105,11707.337823636171,11,2017-04-05,2017-05-05,156,2017-10-08,2017-11-08,Harvested at Maturity.
WIH1_2017,2017,2017-05-05,43.05668125,-89.5308135,B_108,388,45,2017-05-05,B_108,11848.300645157344,11,2017-04-05,2017-05-05,162,2017-10-14,2017-11-14,Harvested at Maturity.
WIH1_2017,2017,2017-05-05,43.05668125,-89.5308135,B_103,389,45,2017-05-05,B_103,11632.479361264584,11,2017-04-05,2017-05-05,152,2017-10-04,2017-11-04,Harvested at Maturity.
WIH1_2017,2017,2017-05-05,43.05668125,-89.5308135,B_95,390,45,2017-05-05,B_95,11516.484969497076,11,2017-04-05,2017-05-05,143,2017-09-25,2017-10-25,Harvested at Maturity.
WIH2_2017,2017,2017-05-11,43.3246415,-89.33688774999999,B_115,391,46,2017-05-11,B_115,12274.879227636691,10.82751120228336,2017-04-11,2017-05-11,239,2018-01-05,2018-02-05,"Stalled, killed."
WIH2_2017,2017,2017-05-11,43.3246415,-89.33688774999999,B_110,392,46,2017-05-11,B_110,12162.213189782544,11,2017-04-11,2017-05-11,197,2017-11-24,2017-12-24,Harvested at Maturity.
WIH2_2017,2017,2017-05-11,43.3246415,-89.33688774999999,B_112,393,46,2017-05-11,B_112,11926.07382375524,11,2017-04-11,2017-05-11,190,2017-11-17,2017-12-17,Harvested at Maturity.
WIH2_2017,2017,2017-05-11,43.3246415,-89.33688774999999,B_120,394,46,2017-05-11,B_120,12030.661709908518,8.972161368553948,2017-04-11,2017-05-11,172,2017-10-30,2017-11-30,Dead from Total Senescence.
WIH2_2017,2017,2017-05-11,43.3246415,-89.33688774999999,B_100,395,46,2017-05-11,B_100,11484.608577644489,11,2017-04-11,2017-05-11,151,2017-10-09,2017-11-09,Harvested at Maturity.
WIH2_2017,2017,2017-05-11,43.3246415,-89.33688774999999,B_105,396,46,2017-05-11,B_105,11756.340282494455,11,2017-04-11,2017-05-11,161,2017-10-19,2017-11-19,Harvested at Maturity.
WIH2_2017,2017,2017-05-11,43.3246415,-89.33688774999999,B_108,397,46,2017-05-11,B_108,11978.33614735396,11,2017-04-11,2017-05-11,164,2017-10-22,2017-11-22,Harvested at Maturity.
WIH2_2017,2017,2017-05-11,43.3246415,-89.33688774999999,B_103,398,46,2017-05-11,B_103,11633.58265360165,11,2017-04-11,2017-05-11,154,2017-10-12,2017-11-12,Harvested at Maturity.
WIH2_2017,2017,2017-05-11,43.3246415,-89.33688774999999,B_95,399,46,2017-05-11,B_95,11160.963255032872,11,2017-04-11,2017-05-11,141,2017-09-29,2017-10-29,Harvested at Maturity.
GAH2_2018,2018,2018-05-01,33.71560925,-83.30894674999999,B_120,400,47,2018-05-01,B_120,10641.555832362006,11,2018-04-01,2018-05-01,114,2018-08-23,2018-09-23,Harvested at Maturity.
GAH2_2018,2018,2018-05-01,33.71560925,-83.30894674999999,B_130,401,47,2018-05-01,B_130,10768.770733300556,11,2018-04-01,2018-05-01,121,2018-08-30,2018-09-30,Harvested at Maturity.
GAH2_2018,2018,2018-05-01,33.71560925,-83.30894674999999,B_115,402,47,2018-05-01,B_115,10316.53876667824,11,2018-04-01,2018-05-01,110,2018-08-19,2018-09-19,Harvested at Maturity.
GAH2_2018,2018,2018-05-01,33.71560925,-83.30894674999999,B_110,403,47,2018-05-01,B_110,10218.080188490632,11,2018-04-01,2018-05-01,108,2018-08-17,2018-09-17,Harvested at Maturity.
INH1_2018,2018,2018-05-07,40.4787825,-86.9898145,B_120,404,48,2018-05-07,B_120,12533.84268841265,11,2018-04-07,2018-05-07,136,2018-09-20,2018-10-20,Harvested at Maturity.
INH1_2018,2018,2018-05-07,40.4787825,-86.9898145,B_130,405,48,2018-05-07,B_130,13241.578979653115,11,2018-04-07,2018-05-07,147,2018-10-01,2018-11-01,Harvested at Maturity.
INH1_2018,2018,2018-05-07,40.4787825,-86.9898145,B_115,406,48,2018-05-07,B_115,12295.050388009226,11,2018-04-07,2018-05-07,133,2018-09-17,2018-10-17,Harvested at Maturity.
INH1_2018,2018,2018-05-07,40.4787825,-86.9898145,B_110,407,48,2018-05-07,B_110,12284.728624015836,11,2018-04-07,2018-05-07,129,2018-09-13,2018-10-13,Harvested at Maturity.
MIH1_2018,2018,2018-05-28,42.689234,-84.49755575,B_105,408,49,2018-05-28,B_105,9893.75461034272,11,2018-04-28,2018-05-28,136,2018-10-11,2018-11-11,Harvested at Maturity.
MIH1_2018,2018,2018-05-28,42.689234,-84.49755575,B_108,409,49,2018-05-28,B_108,9649.1689402856,11,2018-04-28,2018-05-28,146,2018-10-21,2018-11-21,Harvested at Maturity.
MIH1_2018,2018,2018-05-28,42.689234,-84.49755575,B_110,410,49,2018-05-28,B_110,9475.143120223913,11,2018-04-28,2018-05-28,162,2018-11-06,2018-12-06,Harvested at Maturity.
