Location,Year,Planting,Latitude,Longitude,Genetics,id_trial,id_loc,PlantingDate,Mat,Yield_Sim,MaxStage,StartDate,PlantingDate_Sim,DTM_Sim,MatDate_Sim,EndDate,Result
ARH1_2016,2016,2016-04-07,34.72952,-90.7603555,B_112,131,15,2016-04-07,B_112,10454.953174011143,11,2016-03-07,2016-04-07,118,2016-08-03,2016-09-03,Harvested at Maturity.
ARH1_2016,2024,NA,34.72952,-90.7603555,B_120,132,15,NA,B_120,NA,NA,NA,NA,NA,NA,NA,NA
ARH2_2016,2016,2016-04-23,35.83861400000001,-90.66530155,B_115,133,16,2016-04-23,B_115,8737.360335302841,11,2016-03-23,2016-04-23,114,2016-08-15,2016-09-15,Harvested at Maturity.
ARH2_2016,2016,2016-04-23,35.83861400000001,-90.66530155,B_112,134,16,2016-04-23,B_112,8747.188550200734,11,2016-03-23,2016-04-23,113,2016-08-14,2016-09-14,Harvested at Maturity.
ARH2_2016,2016,2016-04-23,35.83861400000001,-90.66530155,B_120,135,16,2016-04-23,B_120,8542.304619297884,11,2016-03-23,2016-04-23,120,2016-08-21,2016-09-21,Harvested at Maturity.
ARH2_2016,2016,2016-04-23,35.83861400000001,-90.66530155,B_130,136,16,2016-04-23,B_130,7839.838548907126,8.88400227479072,2016-03-23,2016-04-23,113,2016-08-14,2016-09-14,Dead from Total Senescence.
ARH2_2016,2016,2016-04-23,35.83861400000001,-90.66530155,B_110,137,16,2016-04-23,B_110,8715.039355039646,11,2016-03-23,2016-04-23,112,2016-08-13,2016-09-13,Harvested at Maturity.
DEH1_2016,2016,2016-04-25,38.6482025,-75.44606,B_115,138,17,2016-04-25,B_115,11391.652492579027,11,2016-03-25,2016-04-25,131,2016-09-03,2016-10-03,Harvested at Maturity.
DEH1_2016,2016,2016-04-25,38.6482025,-75.44606,B_120,139,17,2016-04-25,B_120,11509.945799220375,11,2016-03-25,2016-04-25,134,2016-09-06,2016-10-06,Harvested at Maturity.
DEH1_2016,2016,2016-04-25,38.6482025,-75.44606,B_112,140,17,2016-04-25,B_112,10807.835151619603,11,2016-03-25,2016-04-25,127,2016-08-30,2016-09-30,Harvested at Maturity.
DEH1_2016,2024,NA,38.6482025,-75.44606,B_115,141,17,NA,B_115,NA,NA,NA,NA,NA,NA,NA,NA
DEH1_2016,2016,2016-04-25,38.6482025,-75.44606,B_110,142,17,2016-04-25,B_110,11063.515643429562,11,2016-03-25,2016-04-25,127,2016-08-30,2016-09-30,Harvested at Maturity.
DEH1_2016,2016,2016-04-25,38.6482025,-75.44606,B_130,143,17,2016-04-25,B_130,11908.32368987927,11,2016-03-25,2016-04-25,143,2016-09-15,2016-10-15,Harvested at Maturity.
DEH1_2016,2024,NA,38.6482025,-75.44606,B_130,144,17,NA,B_130,NA,NA,NA,NA,NA,NA,NA,NA
DEH1_2016,2016,2016-04-25,38.6482025,-75.44606,B_108,145,17,2016-04-25,B_108,10296.549363381053,11,2016-03-25,2016-04-25,124,2016-08-27,2016-09-27,Harvested at Maturity.
GAH1_2016,2016,2016-04-12,31.5079175,-83.55854775,B_120,146,18,2016-04-12,B_120,10223.235750566811,11,2016-03-12,2016-04-12,117,2016-08-07,2016-09-07,Harvested at Maturity.
GAH1_2016,2016,2016-04-12,31.5079175,-83.55854775,B_130,147,18,2016-04-12,B_130,10288.55683224336,11,2016-03-12,2016-04-12,124,2016-08-14,2016-09-14,Harvested at Maturity.
GAH1_2016,2016,2016-04-12,31.5079175,-83.55854775,B_115,148,18,2016-04-12,B_115,10316.67720213689,11,2016-03-12,2016-04-12,114,2016-08-04,2016-09-04,Harvested at Maturity.
GAH1_2016,2016,2016-04-12,31.5079175,-83.55854775,B_112,149,18,2016-04-12,B_112,10774.731894332836,11,2016-03-12,2016-04-12,111,2016-08-01,2016-09-01,Harvested at Maturity.
GAH1_2016,2016,2016-04-12,31.5079175,-83.55854775,B_110,150,18,2016-04-12,B_110,10542.397515255954,11,2016-03-12,2016-04-12,111,2016-08-01,2016-09-01,Harvested at Maturity.
GAH1_2016,2024,NA,31.5079175,-83.55854775,B_120,151,18,NA,B_120,NA,NA,NA,NA,NA,NA,NA,NA
GAH2_2016,2024,NA,33.717295,-83.3110275,B_115,152,19,NA,B_115,NA,NA,NA,NA,NA,NA,NA,NA
GAH2_2016,2024,NA,33.717295,-83.3110275,B_120,153,19,NA,B_120,NA,NA,NA,NA,NA,NA,NA,NA
GAH2_2016,2016,2016-05-25,33.717295,-83.3110275,B_120,154,19,2016-05-25,B_120,6938.047459704802,11,2016-04-25,2016-05-25,106,2016-09-08,2016-10-08,Harvested at Maturity.
GAH2_2016,2016,2016-05-25,33.717295,-83.3110275,B_115,155,19,2016-05-25,B_115,7180.834227165124,11,2016-04-25,2016-05-25,103,2016-09-05,2016-10-05,Harvested at Maturity.
GAH2_2016,2024,NA,33.717295,-83.3110275,B_130,156,19,NA,B_130,NA,NA,NA,NA,NA,NA,NA,NA
GAH2_2016,2016,2016-05-25,33.717295,-83.3110275,B_110,157,19,2016-05-25,B_110,7192.422048657751,11,2016-04-25,2016-05-25,99,2016-09-01,2016-10-01,Harvested at Maturity.
GAH2_2016,2024,NA,33.717295,-83.3110275,B_110,158,19,NA,B_110,NA,NA,NA,NA,NA,NA,NA,NA
GAH2_2016,2016,2016-05-25,33.717295,-83.3110275,B_130,159,19,2016-05-25,B_130,7042.095641316992,8.967622995938926,2016-04-25,2016-05-25,106,2016-09-08,2016-10-08,Dead from Total Senescence.
GAH2_2016,2024,NA,33.717295,-83.3110275,B_112,160,19,NA,B_112,NA,NA,NA,NA,NA,NA,NA,NA
GAH2_2016,2016,2016-05-25,33.717295,-83.3110275,B_112,161,19,2016-05-25,B_112,7173.727049150752,11,2016-04-25,2016-05-25,100,2016-09-02,2016-10-02,Harvested at Maturity.
IAH2_2016,2016,2016-04-25,42.06582876,-94.7205012925,B_105,162,20,2016-04-25,B_105,11332.736924767192,11,2016-03-25,2016-04-25,139,2016-09-11,2016-10-11,Harvested at Maturity.
IAH2_2016,2016,2016-04-25,42.06582876,-94.7205012925,B_108,163,20,2016-04-25,B_108,11362.31364494139,11,2016-03-25,2016-04-25,141,2016-09-13,2016-10-13,Harvested at Maturity.
IAH2_2016,2016,2016-04-25,42.06582876,-94.7205012925,B_112,164,20,2016-04-25,B_112,11305.109217806274,11,2016-03-25,2016-04-25,149,2016-09-21,2016-10-21,Harvested at Maturity.
IAH2_2016,2016,2016-04-25,42.06582876,-94.7205012925,B_110,165,20,2016-04-25,B_110,11296.592081451185,11,2016-03-25,2016-04-25,148,2016-09-20,2016-10-20,Harvested at Maturity.
IAH2_2016,2016,2016-04-25,42.06582876,-94.7205012925,B_120,166,20,2016-04-25,B_120,11446.072770913708,11,2016-03-25,2016-04-25,155,2016-09-27,2016-10-27,Harvested at Maturity.
IAH2_2016,2016,2016-04-25,42.06582876,-94.7205012925,B_115,167,20,2016-04-25,B_115,11386.80646450846,11,2016-03-25,2016-04-25,151,2016-09-23,2016-10-23,Harvested at Maturity.
IAH3_2016,2016,2016-04-24,41.9758706025,-92.2431888125,B_130,168,21,2016-04-24,B_130,11864.921658415942,11,2016-03-24,2016-04-24,173,2016-10-14,2016-11-14,Harvested at Maturity.
IAH3_2016,2016,2016-04-24,41.9758706025,-92.2431888125,B_120,169,21,2016-04-24,B_120,11613.448663709656,11,2016-03-24,2016-04-24,155,2016-09-26,2016-10-26,Harvested at Maturity.
IAH3_2016,2016,2016-04-24,41.9758706025,-92.2431888125,B_115,170,21,2016-04-24,B_115,11555.576399506735,11,2016-03-24,2016-04-24,151,2016-09-22,2016-10-22,Harvested at Maturity.
IAH3_2016,2016,2016-04-24,41.9758706025,-92.2431888125,B_112,171,21,2016-04-24,B_112,11405.828778706944,11,2016-03-24,2016-04-24,148,2016-09-19,2016-10-19,Harvested at Maturity.
IAH3_2016,2016,2016-04-24,41.9758706025,-92.2431888125,B_110,172,21,2016-04-24,B_110,11285.154639012757,11,2016-03-24,2016-04-24,148,2016-09-19,2016-10-19,Harvested at Maturity.
IAH3_2016,2016,2016-04-24,41.9758706025,-92.2431888125,B_108,173,21,2016-04-24,B_108,11117.290599703276,11,2016-03-24,2016-04-24,143,2016-09-14,2016-10-14,Harvested at Maturity.
IAH4_2016,2016,2016-04-26,41.9945543175,-93.690309475,B_108,174,22,2016-04-26,B_108,11257.706741155833,11,2016-03-26,2016-04-26,140,2016-09-13,2016-10-13,Harvested at Maturity.
IAH4_2016,2016,2016-04-26,41.9945543175,-93.690309475,B_115,175,22,2016-04-26,B_115,11161.697079539954,11,2016-03-26,2016-04-26,148,2016-09-21,2016-10-21,Harvested at Maturity.
IAH4_2016,2016,2016-04-26,41.9945543175,-93.690309475,B_120,176,22,2016-04-26,B_120,11187.15943819763,11,2016-03-26,2016-04-26,151,2016-09-24,2016-10-24,Harvested at Maturity.
IAH4_2016,2016,2016-04-26,41.9945543175,-93.690309475,B_105,177,22,2016-04-26,B_105,10980.037959043151,11,2016-03-26,2016-04-26,137,2016-09-10,2016-10-10,Harvested at Maturity.
IAH4_2016,2016,2016-04-26,41.9945543175,-93.690309475,B_110,178,22,2016-04-26,B_110,10940.922925683386,11,2016-03-26,2016-04-26,145,2016-09-18,2016-10-18,Harvested at Maturity.
IAH4_2016,2016,2016-04-26,41.9945543175,-93.690309475,B_112,179,22,2016-04-26,B_112,11268.815391152117,11,2016-03-26,2016-04-26,144,2016-09-17,2016-10-17,Harvested at Maturity.
ILH1_2016,2016,2016-04-26,40.0607245,-88.2338815,B_120,180,23,2016-04-26,B_120,11890.878616292885,11,2016-03-26,2016-04-26,142,2016-09-15,2016-10-15,Harvested at Maturity.
ILH1_2016,2016,2016-04-26,40.0607245,-88.2338815,B_115,181,23,2016-04-26,B_115,11832.46936163215,11,2016-03-26,2016-04-26,139,2016-09-12,2016-10-12,Harvested at Maturity.
ILH1_2016,2016,2016-04-26,40.0607245,-88.2338815,B_110,182,23,2016-04-26,B_110,11457.857008795609,11,2016-03-26,2016-04-26,135,2016-09-08,2016-10-08,Harvested at Maturity.
ILH1_2016,2016,2016-04-26,40.0607245,-88.2338815,B_112,183,23,2016-04-26,B_112,11523.216217297168,11,2016-03-26,2016-04-26,136,2016-09-09,2016-10-09,Harvested at Maturity.
ILH1_2016,2016,2016-04-26,40.0607245,-88.2338815,B_108,184,23,2016-04-26,B_108,10729.734434158709,11,2016-03-26,2016-04-26,130,2016-09-03,2016-10-03,Harvested at Maturity.
ILH1_2016,2016,2016-05-06,40.0607245,-88.2338815,B_115,185,23,2016-05-06,B_115,11581.31818617609,11,2016-04-06,2016-05-06,133,2016-09-16,2016-10-16,Harvested at Maturity.
ILH1_2016,2016,2016-05-06,40.0607245,-88.2338815,B_108,186,23,2016-05-06,B_108,11180.24066350867,11,2016-04-06,2016-05-06,126,2016-09-09,2016-10-09,Harvested at Maturity.
ILH1_2016,2016,2016-05-06,40.0607245,-88.2338815,B_120,187,23,2016-05-06,B_120,11526.32316926686,11,2016-04-06,2016-05-06,137,2016-09-20,2016-10-20,Harvested at Maturity.
ILH1_2016,2016,2016-05-06,40.0607245,-88.2338815,B_112,188,23,2016-05-06,B_112,11523.780822800773,11,2016-04-06,2016-05-06,130,2016-09-13,2016-10-13,Harvested at Maturity.
ILH1_2016,2016,2016-05-06,40.0607245,-88.2338815,B_110,189,23,2016-05-06,B_110,11591.49865988687,11,2016-04-06,2016-05-06,131,2016-09-14,2016-10-14,Harvested at Maturity.
INH1_2016,2016,2016-05-19,40.4787595,-86.98982,B_115,190,24,2016-05-19,B_115,11364.603535868153,11,2016-04-19,2016-05-19,132,2016-09-28,2016-10-28,Harvested at Maturity.
INH1_2016,2016,2016-05-19,40.4787595,-86.98982,B_120,191,24,2016-05-19,B_120,11237.735037371314,11,2016-04-19,2016-05-19,139,2016-10-05,2016-11-05,Harvested at Maturity.
INH1_2016,2016,2016-05-19,40.4787595,-86.98982,B_112,192,24,2016-05-19,B_112,10883.997155428571,11,2016-04-19,2016-05-19,127,2016-09-23,2016-10-23,Harvested at Maturity.
INH1_2016,2016,2016-05-19,40.4787595,-86.98982,B_110,193,24,2016-05-19,B_110,11092.039859302571,11,2016-04-19,2016-05-19,128,2016-09-24,2016-10-24,Harvested at Maturity.
INH1_2016,2016,2016-05-19,40.4787595,-86.98982,B_108,194,24,2016-05-19,B_108,10683.57011985594,11,2016-04-19,2016-05-19,125,2016-09-21,2016-10-21,Harvested at Maturity.
MIH1_2016,2016,2016-05-24,42.412066749999994,-84.29526249999999,B_105,195,25,2016-05-24,B_105,10297.467694290435,11,2016-04-24,2016-05-24,133,2016-10-04,2016-11-04,Harvested at Maturity.
MIH1_2016,2016,2016-05-24,42.412066749999994,-84.29526249999999,B_110,196,25,2016-05-24,B_110,10850.42169693198,11,2016-04-24,2016-05-24,143,2016-10-14,2016-11-14,Harvested at Maturity.
MIH1_2016,2016,2016-05-24,42.412066749999994,-84.29526249999999,B_115,197,25,2016-05-24,B_115,11222.351912482543,11,2016-04-24,2016-05-24,149,2016-10-20,2016-11-20,Harvested at Maturity.
MIH1_2016,2016,2016-05-24,42.412066749999994,-84.29526249999999,B_120,198,25,2016-05-24,B_120,11354.878014385637,11,2016-04-24,2016-05-24,163,2016-11-03,2016-12-03,Harvested at Maturity.
MIH1_2016,2016,2016-05-24,42.412066749999994,-84.29526249999999,B_112,199,25,2016-05-24,B_112,10884.832135750365,11,2016-04-24,2016-05-24,145,2016-10-16,2016-11-16,Harvested at Maturity.
MIH1_2016,2016,2016-05-24,42.412066749999994,-84.29526249999999,B_108,200,25,2016-05-24,B_108,10601.435183813282,11,2016-04-24,2016-05-24,137,2016-10-08,2016-11-08,Harvested at Maturity.
MIH1_2016,2016,2016-05-24,42.412066749999994,-84.29526249999999,B_103,201,25,2016-05-24,B_103,10151.361696364696,11,2016-04-24,2016-05-24,130,2016-10-01,2016-11-01,Harvested at Maturity.
MIH1_2016,2024,NA,42.412066749999994,-84.29526249999999,B_105,202,25,NA,B_105,NA,NA,NA,NA,NA,NA,NA,NA
MIH1_2016,2024,NA,42.412066749999994,-84.29526249999999,B_112,203,25,NA,B_112,NA,NA,NA,NA,NA,NA,NA,NA
MIH1_2016,2016,2016-05-24,42.412066749999994,-84.29526249999999,B_100,204,25,2016-05-24,B_100,9978.52333962207,11,2016-04-24,2016-05-24,127,2016-09-28,2016-10-28,Harvested at Maturity.
MIH1_2016,2024,NA,42.412066749999994,-84.29526249999999,B_115,205,25,NA,B_115,NA,NA,NA,NA,NA,NA,NA,NA
MNH1_2016,2016,2016-05-17,44.06646925,-93.533648,B_115,206,26,2016-05-17,B_115,10454.734004063528,11,2016-04-17,2016-05-17,154,2016-10-18,2016-11-18,Harvested at Maturity.
MNH1_2016,2016,2016-05-17,44.06646925,-93.533648,B_120,207,26,2016-05-17,B_120,10340.968099099073,11,2016-04-17,2016-05-17,167,2016-10-31,2016-11-30,Harvested at Maturity.
MNH1_2016,2016,2016-05-17,44.06646925,-93.533648,B_110,208,26,2016-05-17,B_110,10255.40472296576,11,2016-04-17,2016-05-17,145,2016-10-09,2016-11-09,Harvested at Maturity.
MNH1_2016,2016,2016-05-17,44.06646925,-93.533648,B_105,209,26,2016-05-17,B_105,10569.806730245136,11,2016-04-17,2016-05-17,134,2016-09-28,2016-10-28,Harvested at Maturity.
MNH1_2016,2016,2016-05-17,44.06646925,-93.533648,B_108,210,26,2016-05-17,B_108,10188.692084962788,11,2016-04-17,2016-05-17,141,2016-10-05,2016-11-05,Harvested at Maturity.
MNH1_2016,2016,2016-05-17,44.06646925,-93.533648,B_112,211,26,2016-05-17,B_112,10207.130680605149,11,2016-04-17,2016-05-17,147,2016-10-11,2016-11-11,Harvested at Maturity.
MOH1_2016,2016,2016-05-23,38.8955475,-92.2072025,B_115,212,27,2016-05-23,B_115,11311.168905845088,11,2016-04-23,2016-05-23,116,2016-09-16,2016-10-16,Harvested at Maturity.
MOH1_2016,2016,2016-05-23,38.8955475,-92.2072025,B_120,213,27,2016-05-23,B_120,11364.683347074775,11,2016-04-23,2016-05-23,120,2016-09-20,2016-10-20,Harvested at Maturity.
MOH1_2016,2016,2016-05-23,38.8955475,-92.2072025,B_130,214,27,2016-05-23,B_130,11784.415646664927,11,2016-04-23,2016-05-23,132,2016-10-02,2016-11-02,Harvested at Maturity.
MOH1_2016,2016,2016-05-23,38.8955475,-92.2072025,B_112,215,27,2016-05-23,B_112,10862.036971434873,11,2016-04-23,2016-05-23,113,2016-09-13,2016-10-13,Harvested at Maturity.
MOH1_2016,2016,2016-05-23,38.8955475,-92.2072025,B_110,216,27,2016-05-23,B_110,11165.152124851546,11,2016-04-23,2016-05-23,113,2016-09-13,2016-10-13,Harvested at Maturity.
MOH1_2016,2024,NA,38.8955475,-92.2072025,B_115,217,27,NA,B_115,NA,NA,NA,NA,NA,NA,NA,NA
MOH1_2016,2016,2016-05-23,38.8955475,-92.2072025,B_108,218,27,2016-05-23,B_108,10362.175745547684,11,2016-04-23,2016-05-23,110,2016-09-10,2016-10-10,Harvested at Maturity.
MOH1_2016,2024,NA,38.8955475,-92.2072025,B_120,219,27,NA,B_120,NA,NA,NA,NA,NA,NA,NA,NA
MOH1_2016,2016,2016-05-23,38.8955475,-92.2072025,B_105,220,27,2016-05-23,B_105,9982.692119141891,11,2016-04-23,2016-05-23,107,2016-09-07,2016-10-07,Harvested at Maturity.
NYH2_2016,2024,NA,42.726117,-76.655339,B_108,221,28,NA,B_108,NA,NA,NA,NA,NA,NA,NA,NA
NYH2_2016,2016,2016-05-10,42.726117,-76.655339,B_105,222,28,2016-05-10,B_105,8569.84543074872,11,2016-04-10,2016-05-10,142,2016-09-29,2016-10-29,Harvested at Maturity.
NYH2_2016,2016,2016-05-10,42.726117,-76.655339,B_120,223,28,2016-05-10,B_120,8610.950898654624,11,2016-04-10,2016-05-10,166,2016-10-23,2016-11-23,Harvested at Maturity.
NYH2_2016,2016,2016-05-10,42.726117,-76.655339,B_110,224,28,2016-05-10,B_110,8639.198030850113,11,2016-04-10,2016-05-10,152,2016-10-09,2016-11-09,Harvested at Maturity.
NYH2_2016,2016,2016-05-10,42.726117,-76.655339,B_112,225,28,2016-05-10,B_112,8848.977833216077,11,2016-04-10,2016-05-10,151,2016-10-08,2016-11-08,Harvested at Maturity.
NYH2_2016,2016,2016-05-10,42.726117,-76.655339,B_108,226,28,2016-05-10,B_108,8737.253816321934,11,2016-04-10,2016-05-10,145,2016-10-02,2016-11-02,Harvested at Maturity.
NYH2_2016,2016,2016-05-10,42.726117,-76.655339,B_115,227,28,2016-05-10,B_115,8849.125273245509,11,2016-04-10,2016-05-10,158,2016-10-15,2016-11-15,Harvested at Maturity.
NYH2_2016,2024,NA,42.726117,-76.655339,B_115,228,28,NA,B_115,NA,NA,NA,NA,NA,NA,NA,NA
NYH2_2016,2016,2016-05-10,42.726117,-76.655339,B_100,229,28,2016-05-10,B_100,8573.69487955616,11,2016-04-10,2016-05-10,135,2016-09-22,2016-10-22,Harvested at Maturity.
NYH2_2016,2024,NA,42.726117,-76.655339,B_120,230,28,NA,B_120,NA,NA,NA,NA,NA,NA,NA,NA
OHH1_2016,2024,NA,39.860924,-83.6755995,B_115,231,29,NA,B_115,NA,NA,NA,NA,NA,NA,NA,NA
OHH1_2016,2024,NA,39.860924,-83.6755995,B_120,232,29,NA,B_120,NA,NA,NA,NA,NA,NA,NA,NA
OHH1_2016,2016,2016-05-27,39.860924,-83.6755995,B_120,233,29,2016-05-27,B_120,11201.809664252884,11,2016-04-27,2016-05-27,138,2016-10-12,2016-11-12,Harvested at Maturity.
OHH1_2016,2016,2016-05-27,39.860924,-83.6755995,B_115,234,29,2016-05-27,B_115,11053.726985077505,11,2016-04-27,2016-05-27,133,2016-10-07,2016-11-07,Harvested at Maturity.
OHH1_2016,2016,2016-05-27,39.860924,-83.6755995,B_110,235,29,2016-05-27,B_110,10834.65441320768,11,2016-04-27,2016-05-27,127,2016-10-01,2016-11-01,Harvested at Maturity.
OHH1_2016,2024,NA,39.860924,-83.6755995,B_112,236,29,NA,B_112,NA,NA,NA,NA,NA,NA,NA,NA
OHH1_2016,2016,2016-05-27,39.860924,-83.6755995,B_108,237,29,2016-05-27,B_108,10611.120101901686,11,2016-04-27,2016-05-27,123,2016-09-27,2016-10-27,Harvested at Maturity.
OHH1_2016,2016,2016-05-27,39.860924,-83.6755995,B_112,238,29,2016-05-27,B_112,10885.171257571992,11,2016-04-27,2016-05-27,128,2016-10-02,2016-11-02,Harvested at Maturity.
TXH1_2016,2016,2016-03-04,30.54708625,-96.43393475,B_130,239,30,2016-03-04,B_130,9782.323174074016,11,2016-02-04,2016-03-04,137,2016-07-19,2016-08-19,Harvested at Maturity.
TXH1_2016,2016,2016-03-04,30.54708625,-96.43393475,B_120,240,30,2016-03-04,B_120,10028.536946496708,11,2016-02-04,2016-03-04,129,2016-07-11,2016-08-11,Harvested at Maturity.
TXH1_2016,2016,2016-03-04,30.54708625,-96.43393475,B_115,241,30,2016-03-04,B_115,10227.020112394841,11,2016-02-04,2016-03-04,126,2016-07-08,2016-08-08,Harvested at Maturity.
TXH1_2016,2016,2016-03-04,30.54708625,-96.43393475,B_110,242,30,2016-03-04,B_110,10073.64305372252,11,2016-02-04,2016-03-04,125,2016-07-07,2016-08-07,Harvested at Maturity.
TXH1_2016,2016,2016-03-04,30.54708625,-96.43393475,B_112,243,30,2016-03-04,B_112,9933.598623566386,11,2016-02-04,2016-03-04,125,2016-07-07,2016-08-07,Harvested at Maturity.
TXH1_2016,2024,NA,30.54708625,-96.43393475,B_120,244,30,NA,B_120,NA,NA,NA,NA,NA,NA,NA,NA
WIH1_2016,2016,2016-05-09,43.05632525,-89.53194975000001,B_115,245,31,2016-05-09,B_115,11758.796720385082,11,2016-04-09,2016-05-09,155,2016-10-11,2016-11-11,Harvested at Maturity.
WIH1_2016,2016,2016-05-09,43.05632525,-89.53194975000001,B_112,246,31,2016-05-09,B_112,11639.134236845355,11,2016-04-09,2016-05-09,151,2016-10-07,2016-11-07,Harvested at Maturity.
WIH1_2016,2016,2016-05-09,43.05632525,-89.53194975000001,B_120,247,31,2016-05-09,B_120,11218.69020111896,11,2016-04-09,2016-05-09,163,2016-10-19,2016-11-19,Harvested at Maturity.
WIH1_2016,2016,2016-05-09,43.05632525,-89.53194975000001,B_110,248,31,2016-05-09,B_110,11682.940609127225,11,2016-04-09,2016-05-09,150,2016-10-06,2016-11-06,Harvested at Maturity.
WIH1_2016,2016,2016-05-09,43.05632525,-89.53194975000001,B_100,249,31,2016-05-09,B_100,10977.584211416392,11,2016-04-09,2016-05-09,134,2016-09-20,2016-10-20,Harvested at Maturity.
WIH1_2016,2016,2016-05-09,43.05632525,-89.53194975000001,B_105,250,31,2016-05-09,B_105,11143.630110738592,11,2016-04-09,2016-05-09,139,2016-09-25,2016-10-25,Harvested at Maturity.
WIH1_2016,2016,2016-05-09,43.05632525,-89.53194975000001,B_108,251,31,2016-05-09,B_108,11703.52446490083,11,2016-04-09,2016-05-09,145,2016-10-01,2016-11-01,Harvested at Maturity.
WIH2_2016,2016,2016-05-24,43.32649075,-89.33882925,B_108,252,32,2016-05-24,B_108,11204.796245685766,11,2016-04-24,2016-05-24,148,2016-10-19,2016-11-19,Harvested at Maturity.
WIH2_2016,2016,2016-05-24,43.32649075,-89.33882925,B_120,253,32,2016-05-24,B_120,11386.902101462048,11,2016-04-24,2016-05-24,180,2016-11-20,2016-12-20,Harvested at Maturity.
WIH2_2016,2016,2016-05-24,43.32649075,-89.33882925,B_115,254,32,2016-05-24,B_115,11366.697655915255,11,2016-04-24,2016-05-24,169,2016-11-09,2016-12-09,Harvested at Maturity.
WIH2_2016,2016,2016-05-24,43.32649075,-89.33882925,B_100,255,32,2016-05-24,B_100,10737.675644526857,11,2016-04-24,2016-05-24,136,2016-10-07,2016-11-07,Harvested at Maturity.
WIH2_2016,2016,2016-05-24,43.32649075,-89.33882925,B_110,256,32,2016-05-24,B_110,11311.379962222192,11,2016-04-24,2016-05-24,159,2016-10-30,2016-11-30,Harvested at Maturity.
WIH2_2016,2016,2016-05-24,43.32649075,-89.33882925,B_112,257,32,2016-05-24,B_112,11174.065332048429,11,2016-04-24,2016-05-24,158,2016-10-29,2016-11-29,Harvested at Maturity.
WIH2_2016,2016,2016-05-24,43.32649075,-89.33882925,B_105,258,32,2016-05-24,B_105,11139.733181210033,11,2016-04-24,2016-05-24,145,2016-10-16,2016-11-16,Harvested at Maturity.
WIH2_2016,2024,NA,43.32649075,-89.33882925,B_108,259,32,NA,B_108,NA,NA,NA,NA,NA,NA,NA,NA
WIH2_2016,2024,NA,43.32649075,-89.33882925,B_105,260,32,NA,B_105,NA,NA,NA,NA,NA,NA,NA,NA
WIH2_2016,2024,NA,43.32649075,-89.33882925,B_115,261,32,NA,B_115,NA,NA,NA,NA,NA,NA,NA,NA
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_105,262,33,2017-05-31,B_105,7636.111474393534,8.921974720607924,2017-04-30,2017-05-31,132,2017-10-10,2017-11-10,Dead from Total Senescence.
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_103,263,33,2017-05-31,B_103,7744.100410880219,8.970406222526645,2017-04-30,2017-05-31,132,2017-10-10,2017-11-10,Dead from Total Senescence.
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_108,264,33,2017-05-31,B_108,7400.172867555403,8.869182923800683,2017-04-30,2017-05-31,133,2017-10-11,2017-11-11,Dead from Total Senescence.
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_110,265,33,2017-05-31,B_110,7704.643469391727,8.813504338895273,2017-04-30,2017-05-31,133,2017-10-11,2017-11-11,Dead from Total Senescence.
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_120,266,33,2017-05-31,B_120,7127.818868126431,8.69245067929565,2017-04-30,2017-05-31,133,2017-10-11,2017-11-11,Dead from Total Senescence.
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_100,267,33,2017-05-31,B_100,7762.665585937089,11,2017-04-30,2017-05-31,149,2017-10-27,2017-11-27,Harvested at Maturity.
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_112,268,33,2017-05-31,B_112,7430.843509686606,8.820554840692507,2017-04-30,2017-05-31,132,2017-10-10,2017-11-10,Dead from Total Senescence.
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_130,269,33,2017-05-31,B_130,6454.525143285174,8.577265657240266,2017-04-30,2017-05-31,133,2017-10-11,2017-11-11,Dead from Total Senescence.
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_115,270,33,2017-05-31,B_115,7486.796140807418,8.754628743958815,2017-04-30,2017-05-31,133,2017-10-11,2017-11-11,Dead from Total Senescence.
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_90,271,33,2017-05-31,B_90,7989.66214077764,11,2017-04-30,2017-05-31,121,2017-09-29,2017-10-29,Harvested at Maturity.
COH1_2017,2017,2017-05-31,40.64850025,-104.9997825,B_95,272,33,2017-05-31,B_95,7793.40689992699,11,2017-04-30,2017-05-31,135,2017-10-13,2017-11-13,Harvested at Maturity.
DEH1_2017,2017,2017-04-28,38.67025825,-75.4333645,B_115,273,34,2017-04-28,B_115,11267.221526549998,11,2017-03-28,2017-04-28,131,2017-09-06,2017-10-06,Harvested at Maturity.
DEH1_2017,2017,2017-04-28,38.67025825,-75.4333645,B_120,274,34,2017-04-28,B_120,11520.88397997164,11,2017-03-28,2017-04-28,136,2017-09-11,2017-10-11,Harvested at Maturity.
DEH1_2017,2017,2017-04-28,38.67025825,-75.4333645,B_110,275,34,2017-04-28,B_110,10951.747272247429,11,2017-03-28,2017-04-28,129,2017-09-04,2017-10-04,Harvested at Maturity.
