Hybrid,Genetics,Mat
PHN11_PHW65_0347/PHT69,105.2537296289882,B_105
PHN11_PHW65_0352/LH195,124.59780863512431,B_120
PHN11_PHW65_0352/PHT69,109.388629576923,B_108
PHN11_PHW65_0353/LH195,124.0903165673077,B_120
PHN11_PHW65_0353/PHT69,105.35426900677508,B_105
PHN11_PHW65_0354/LH195,123.88790473423431,B_120
PHN11_PHW65_0354/PHT69,105.2537296289882,B_105
PHN11_PHW65_0355/LH195,123.88790473423431,B_120
PHN11_PHW65_0355/PHT69,104.3855882690443,B_103
PHN11_PHW65_0358/LH195,123.98911065077101,B_120
PHN11_PHW65_0358/PHT69,105.35426900677508,B_105
PHN11_PHW65_0359/LH195,119.7715754235588,B_120
PHN11_PHW65_0359/LH198,113.10232440538215,B_112
PHN11_PHW65_0359/LH244,126.13108057256335,B_130
PHN11_PHW65_0359/PHB47,117.0427171038011,B_115
PHN11_PHW65_0359/PHT69,105.35426900677508,B_105
PHN11_PHW65_0360/LH195,119.7715754235588,B_120
PHN11_PHW65_0360/PHT69,106.57321673830269,B_105
PHN11_PHW65_0365/LH195,124.344062601216,B_120
PHN11_PHW65_0365/PHT69,104.48612764683119,B_103
PHN11_PHW65_0369/LH195,121.82974007889655,B_120
PHN11_PHW65_0369/PHT69,107.7921644698303,B_108
PHN11_PHW65_0372/LH195,123.88790473423431,B_120
PHN11_PHW65_0372/PHT69,105.2537296289882,B_105
PHN11_PHW65_0374/LH195,124.0903165673077,B_120
PHN11_PHW65_0374/PHT69,105.2537296289882,B_105
PHN11_PHW65_0378/LH195,124.59780863512431,B_120
PHN11_PHW65_0378/PHT69,106.57321673830269,B_105
PHN11_PHW65_0382/LH195,119.7715754235588,B_120
PHN11_PHW65_0382/PHT69,107.7921644698303,B_108
PHN11_PHW65_0385/LH195,121.82974007889655,B_120
PHN11_PHW65_0385/PHT69,106.57321673830269,B_105
PHN11_PHW65_0386/LH195,123.98911065077101,B_120
PHN11_PHW65_0386/PHT69,106.57321673830269,B_105
PHN11_PHW65_0387/LH195,121.82974007889655,B_120
PHN11_PHW65_0387/PHT69,105.35426900677508,B_105
PHN11_PHW65_0390/LH195,121.93094599543325,B_120
PHN11_PHW65_0390/PHT69,104.48612764683119,B_103
PHN11_PHW65_0393/LH195,124.344062601216,B_120
PHN11_PHW65_0393/PHT69,105.2537296289882,B_105
PHN11_PHW65_0395/LH195,123.98911065077101,B_120
PHN11_PHW65_0395/PHT69,107.37144929184905,B_108
PHN11_PHW65_0398/LH195,122.18469202934156,B_120
PHN11_PHW65_0398/PHT69,109.388629576923,B_108
PHN11_PHW65_0402/LH195,124.0903165673077,B_120
PHN11_PHW65_0402/PHT69,105.35426900677508,B_105
PHN11_PHW65_0407/LH195,124.24285668467931,B_120
PHN11_PHW65_0407/PHT69,105.2537296289882,B_105
PHN11_PHW65_0408/LH195,124.59780863512431,B_120
PHN11_PHW65_0408/PHT69,106.57321673830269,B_105
PHN11_PHW65_0410/LH195,123.88790473423431,B_120
PHN11_PHW65_0410/PHT69,103.6179862868873,B_103
PHN11_PHW65_0418/LH195,124.24285668467931,B_120
PHN11_PHW65_0418/PHT69,105.35426900677508,B_105
PHN11_PHW65_0421/LH195,123.88790473423431,B_120
PHN11_PHW65_0421/PHT69,105.2537296289882,B_105
PHN11_PHW65_0422/LH195,123.88790473423431,B_120
PHN11_PHW65_0422/PHT69,106.57321673830269,B_105
PHN11_PHW65_0423/LH195,123.88790473423431,B_120
PHN11_PHW65_0423/PHT69,106.57321673830269,B_105
PHN11_PHW65_0424/LH195,123.98911065077101,B_120
PHN11_PHW65_0424/PHT69,106.57321673830269,B_105
PHN11_PHW65_0427/LH195,123.98911065077101,B_120
PHN11_PHW65_0427/PHT69,104.48612764683119,B_103
PHN11_PHW65_0431/LH195,123.88790473423431,B_120
PHN11_PHW65_0431/PHT69,107.37144929184905,B_108
PHN11_PHW65_0432/LH195,121.82974007889655,B_120
PHN11_PHW65_0432/PHT69,109.388629576923,B_108
PHN11_PHW65_0443/LH195,123.98911065077101,B_120
PHN11_PHW65_0443/PHT69,108.40597075446286,B_108
PHN11_PHW65_0448/LH195,123.98911065077101,B_120
PHN11_PHW65_0448/PHT69,105.2537296289882,B_105
PHN11_PHW65_0451/LH195,123.88790473423431,B_120
PHN11_PHW65_0451/PHT69,105.15319025120131,B_105
PHN11_PHW65_0453/LH195,123.98911065077101,B_120
PHN11_PHW65_0453/PHT69,107.37144929184905,B_108
PHN11_PHW65_0455/LH195,124.0903165673077,B_120
PHN11_PHW65_0455/PHT69,105.2537296289882,B_105
PHN11_PHW65_0464/LH195,123.98911065077101,B_120
PHN11_PHW65_0464/PHT69,106.57321673830269,B_105
PHN11_PHW65_0470/LH195,123.98911065077101,B_120
PHN11_PHW65_0470/PHT69,105.35426900677508,B_105
PHN11_PHW65_0478/LH195,123.88790473423431,B_120
PHN11_PHW65_0478/PHT69,105.15319025120131,B_105
PHN11_PHW65_0481/LH195,123.98911065077101,B_120
PHN11_PHW65_0481/PHT69,105.2537296289882,B_105
PHN11_PHW65_0486/LH195,121.82974007889655,B_120
PHN11_PHW65_0486/PHT69,105.35426900677508,B_105
PHN11_PHW65_0491/LH195,123.98911065077101,B_120
PHN11_PHW65_0491/PHT69,105.2537296289882,B_105
PHN11_PHW65_0494/LH195,124.0903165673077,B_120
PHN11_PHW65_0494/PHT69,105.35426900677508,B_105
PHN11_PHW65_0496/LH195,123.98911065077101,B_120
PHN11_PHW65_0496/PHT69,107.37144929184905,B_108
PHN11_PHW65_0499/LH195,124.59780863512431,B_120
PHN11_PHW65_0499/PHT69,107.7921644698303,B_108
PHN11_PHW65_0505/LH195,117.03871218838759,B_115
PHN11_PHW65_0505/PHT69,105.35426900677508,B_105
PHN11_PHW65_0512/LH195,123.98911065077101,B_120
PHN11_PHW65_0512/PHT69,105.35426900677508,B_105
PHN11_PHW65_0514/LH195,117.03871218838759,B_115
PHN11_PHW65_0514/PHT69,103.6179862868873,B_103
PHN11_PHW65_0541/LH195,121.82974007889655,B_120
PHN11_PHW65_0541/PHT69,105.15319025120131,B_105
PHN11_PHW65_0548/LH195,124.344062601216,B_120
PHN11_PHW65_0548/PHT69,106.57321673830269,B_105
PHN11_PHW65_0552/LH195,121.82974007889655,B_120
PHN11_PHW65_0552/PHT69,105.2537296289882,B_105
PHN11_PHW65_0577/LH195,123.88790473423431,B_120
PHN11_PHW65_0577/PHT69,107.37144929184905,B_108
PHN11_PHW65_0591/LH195,123.98911065077101,B_120
PHN11_PHW65_0591/PHT69,105.35426900677508,B_105
PHN11_PHW65_0604/LH195,121.82974007889655,B_120
PHN11_PHW65_0604/PHT69,107.37144929184905,B_108
PHN11_PHW65_0612/LH195,123.88790473423431,B_120
PHN11_PHW65_0612/PHT69,105.35426900677508,B_105
PHN11_PHW65_0614/LH195,123.98911065077101,B_120
PHN11_PHW65_0614/PHT69,105.35426900677508,B_105
PHN11_PHW65_0626/LH195,134.33951761785954,B_130
PHN11_PHW65_0626/PHT69,107.37144929184905,B_108
PHN11_PHW65_0637/LH195,124.0903165673077,B_120
PHN11_PHW65_0637/PHT69,107.7921644698303,B_108
PHN11_PHW65_0639/LH195,134.33951761785954,B_130
PHN11_PHW65_0639/PHT69,105.35426900677508,B_105
PHN11_PHW65_0663/LH195,124.0903165673077,B_120
PHN11_PHW65_0663/PHT69,105.35426900677508,B_105
PHN46/LH244,128.4739175105293,B_130
PHN66/LH123HT,116.35265886664229,B_115
PHN66/LH185,114.67175644425681,B_115
PHN66/LH38,116.35265886664229,B_115
PHN66/LH51,116.35265886664229,B_115
PHN66/LH82,116.73993005698254,B_115
PHN66/PHG29,116.35265886664229,B_115
PHN66/PHG47,116.35265886664229,B_115
PHN66/PHG83,116.35265886664229,B_115
PHN66/PHK56,116.35265886664229,B_115
PHN66/PHK76,119.13111262060335,B_120
PHN66/PHN37,113.36389147343,B_112
PHN66/PHN82,116.35265886664229,B_115
PHN66/PHR55,116.35265886664229,B_115
PHN66/PHW30,116.35265886664229,B_115
PHN66/PHZ51,116.73993005698254,B_115
PHN66/Q381,116.35265886664229,B_115
PHN82/LH145,106.29306307936511,B_105
PHN82/LH82,110.5658864113617,B_110
PHN82/PHHV4,106.29306307936511,B_105
PHN82/PHRE1,106.51842060089035,B_105
PHN82/PHZ51,110.6578675642857,B_110
PHN82/S8324,106.29306307936511,B_105
PHP02/LH244,126.13108057256335,B_130
PHP02/PHB47,116.35265886664229,B_115
PHP02/PHG47,111.54575118691488,B_110
PHP38/LH123HT,132.37663065229881,B_130
PHP38/LH185,132.37663065229881,B_130
PHP38/LH210,132.37663065229881,B_130
PHP38/PHJ65,132.37663065229881,B_130
PHP38/PHM49,132.37663065229881,B_130
PHP38/PHM57,121.0521207763493,B_120
PHP38/PHN47,132.37663065229881,B_130
PHP38/PHN82,132.37663065229881,B_130
PHP38/PHP60,132.37663065229881,B_130
PHP38/PHR03,132.37663065229881,B_130
PHP38/PHR55,132.37663065229881,B_130
PHP38/PHR63,132.37663065229881,B_130
PHP38/PHW30,132.37663065229881,B_130
PHP38/PHW53,132.37663065229881,B_130
PHP38/Q381,132.37663065229881,B_130
PHP55/LH244,126.13108057256335,B_130
PHP85/DK3IIH6,115.51220765544954,B_115
PHR03/LH244,126.13108057256335,B_130
PHR25/LH82,117.0427171038011,B_115
PHR25/PHZ51,120.45754333603601,B_120
PHRE1/LH162,107.39959393008033,B_108
PHRE1/PHR25,106.29306307936511,B_105
PHRE1/PHTD5,124.58737429265202,B_120
PHRE1/PHZ51,108.8229953577551,B_108
PHT55/LH82,120.72508967442826,B_120
PHT55/PHB47,122.56836429897663,B_120
PHT55/PHZ51,120.45754333603601,B_120
PHT69/DK3IIH6,115.51220765544954,B_115
PHT69/LH82,122.56836429897663,B_120
PHT69/PHZ51,122.56836429897663,B_120
PHV37/DK3IIH6,115.51220765544954,B_115
PHV63/LH123HT,132.37663065229881,B_130
PHV63/LH185,135.5935031746032,B_130
PHV63/LH195,110.6578675642857,B_110
PHV63/LH210,135.5935031746032,B_130
PHV63/LH82,119.0176765583108,B_120
PHV63/NK787,132.37663065229881,B_130
PHV63/PB80,124.68222187653035,B_120
PHV63/PGM49,121.0521207763493,B_120
PHV63/PH210,121.0521207763493,B_120
PHV63/PHB47,108.48405900854699,B_108
PHV63/PHJ65,132.37663065229881,B_130
PHV63/PHM49,135.5935031746032,B_130
PHV63/PHM57,132.37663065229881,B_130
PHV63/PHN47,132.37663065229881,B_130
PHV63/PHN82,132.37663065229881,B_130
PHV63/PHP60,132.37663065229881,B_130
PHV63/PHR03,132.37663065229881,B_130
PHV63/PHR55,132.37663065229881,B_130
PHV63/PHR63,132.37663065229881,B_130
PHV63/PHW30,132.37663065229881,B_130
PHV63/PHW53,132.37663065229881,B_130
PHV63/PHZ51,123.14290475047358,B_120
PHV63/Q381,132.37663065229881,B_130
PHW03/LH145,106.29306307936511,B_105
PHW03/PHRE1,93.57982240057808,B_95
PHW03/S8324,106.29306307936511,B_105
PHW30/LH244,126.13108057256335,B_130
PHW30/LH82,122.56836429897663,B_120
PHW30/PHZ51,114.4708011722915,B_115
PHW30_MO17-010-(2N)-01/LH244,125.79848227556151,B_120
PHW30_MO17-032-(2N)-01/LH244,125.79848227556151,B_120
PHW30_MO17-095-(2N)-01/LH244,125.79848227556151,B_120
PHW30_MO17-129-(2N)-01/LH244,126.13108057256335,B_130
PHW30_MO17-178-(2N)-01/LH244,126.13108057256335,B_130
PHW30_MO17-234-(2N)-02/LH244,126.13108057256335,B_130
PHW30_MO17-299-(2N)-01/LH244,122.8058055743852,B_120
PHW52/LH123HT,116.35265886664229,B_115
PHW52/LH185,122.01600211457199,B_120
PHW52/LH210,132.37663065229881,B_130
PHW52/LH38,116.35265886664229,B_115
PHW52/LH51,116.35265886664229,B_115
PHW52/LH82,116.35265886664229,B_115
PHW52/NK787,132.37663065229881,B_130
PHW52/PHG29,116.35265886664229,B_115
PHW52/PHG35,110.6118769878237,B_110
PHW52/PHG47,116.35265886664229,B_115
PHW52/PHG83,116.35265886664229,B_115
PHW52/PHJ65,132.37663065229881,B_130
PHW52/PHK56,116.35265886664229,B_115
PHW52/PHK76,119.13111262060335,B_120
PHW52/PHM49,122.19561971560634,B_120
PHW52/PHM57,121.0521207763493,B_120
PHW52/PHN37,114.67175644425681,B_115
PHW52/PHN47,132.37663065229881,B_130
PHW52/PHN82,121.94498801227031,B_120
PHW52/PHP60,133.98506691345102,B_130
PHW52/PHR03,132.37663065229881,B_130
PHW52/PHR55,122.01600211457199,B_120
PHW52/PHR63,132.37663065229881,B_130
PHW52/PHW30,122.01600211457199,B_120
PHW52/PHW53,132.37663065229881,B_130
PHW52/PHZ51,122.01600211457199,B_120
PHW52/Q381,122.01600211457199,B_120
PHW52/TX205,117.9244457485469,B_115
PHW53/LH123HT,135.5935031746032,B_130
PHW53/LH82,114.73834751068375,B_115
PHW53/PHB47,120.9926360128205,B_120
PHW53/PHZ51,117.0427171038011,B_115
PHW65/LH195,126.9873202058076,B_130
PHW65/LH244,123.6666231365001,B_120
PHW65/LH82,122.56836429897663,B_120
PHW65/PHB47,120.45754333603601,B_120
PHW65/PHT69,105.35426900677508,B_105
PHW65/PHZ51,120.72508967442826,B_120
PHW65_MOG_0001/LH195,121.82974007889655,B_120
PHW65_MOG_0001/PHT69,105.35426900677508,B_105
PHW65_MOG_0003/LH195,123.88790473423431,B_120
PHW65_MOG_0003/PHT69,109.388629576923,B_108
PHW65_MOG_0006/LH195,124.0903165673077,B_120
PHW65_MOG_0006/PHT69,109.388629576923,B_108
PHW65_MOG_0009/LH195,121.82974007889655,B_120
PHW65_MOG_0009/PHT69,110.4231510395368,B_110
PHW65_MOG_0012/LH185,120.45754333603601,B_120
PHW65_MOG_0012/LH195,122.56836429897663,B_120
PHW65_MOG_0012/LH198,120.45754333603601,B_120
PHW65_MOG_0012/PHB47,112.76338805617405,B_112
PHW65_MOG_0012/PHT69,105.35426900677508,B_105
PHW65_MOG_0014/LH195,123.98911065077101,B_120
PHW65_MOG_0014/PHT69,108.40597075446286,B_108
PHW65_MOG_0015/LH195,124.24285668467931,B_120
PHW65_MOG_0015/PHT69,107.37144929184905,B_108
PHW65_MOG_0016/LH195,119.7715754235588,B_120
PHW65_MOG_0016/PHT69,105.35426900677508,B_105
PHW65_MOG_0017/LH195,123.88790473423431,B_120
PHW65_MOG_0017/PHT69,105.35426900677508,B_105
PHW65_MOG_0018/LH195,123.88790473423431,B_120
PHW65_MOG_0018/PHT69,105.35426900677508,B_105
PHW65_MOG_0021/LH195,121.93094599543325,B_120
PHW65_MOG_0021/PHT69,107.7921644698303,B_108
PHW65_MOG_0022/LH195,123.98911065077101,B_120
PHW65_MOG_0022/PHT69,105.35426900677508,B_105
PHW65_MOG_0024/LH195,123.98911065077101,B_120
PHW65_MOG_0024/PHT69,105.2537296289882,B_105
PHW65_MOG_0025/LH195,124.24285668467931,B_120
PHW65_MOG_0025/PHT69,105.35426900677508,B_105
PHW65_MOG_0029/LH195,120.45754333603601,B_120
PHW65_MOG_0029/PHB47,114.4708011722915,B_115
PHW65_MOG_0029/PHT69,109.388629576923,B_108
PHW65_MOG_0032/LH195,123.98911065077101,B_120
PHW65_MOG_0032/PHT69,109.388629576923,B_108
PHW65_MOG_0034/LH195,122.18469202934156,B_120
PHW65_MOG_0034/PHT69,103.6179862868873,B_103
PHW65_MOG_0036/LH195,124.0903165673077,B_120
PHW65_MOG_0036/PHT69,105.35426900677508,B_105
PHW65_MOG_0037/LH195,124.344062601216,B_120
PHW65_MOG_0037/PHT69,107.7921644698303,B_108
PHW65_MOG_0038/LH195,121.82974007889655,B_120
PHW65_MOG_0038/PHT69,104.48612764683119,B_103
PHW65_MOG_0040/LH195,123.88790473423431,B_120
PHW65_MOG_0040/PHT69,109.388629576923,B_108
PHW65_MOG_0041/LH195,121.82974007889655,B_120
PHW65_MOG_0041/PHT69,106.57321673830269,B_105
PHW65_MOG_0048/LH195,122.18469202934156,B_120
PHW65_MOG_0048/PHT69,104.48612764683119,B_103
PHW65_MOG_0050/LH195,123.88790473423431,B_120
PHW65_MOG_0050/PHT69,108.59039702337665,B_108
PHW65_MOG_0051/LH195,123.88790473423431,B_120
PHW65_MOG_0051/PHT69,104.3855882690443,B_103
PHW65_MOG_0052/LH195,119.7715754235588,B_120
PHW65_MOG_0052/PHT69,109.62491848599046,B_108
PHW65_MOG_0054/LH195,124.24285668467931,B_120
PHW65_MOG_0054/PHT69,105.35426900677508,B_105
PHW65_MOG_0055/LH195,123.88790473423431,B_120
PHW65_MOG_0055/PHT69,107.37144929184905,B_108
PHW65_MOG_0056/LH195,121.82974007889655,B_120
PHW65_MOG_0056/PHT69,107.7921644698303,B_108
PHW65_MOG_0057/LH195,124.344062601216,B_120
PHW65_MOG_0057/PHT69,105.35426900677508,B_105
PHW65_MOG_0059/LH195,119.7715754235588,B_120
PHW65_MOG_0059/PHT69,103.6179862868873,B_103
PHW65_MOG_0060/LH195,119.7715754235588,B_120
PHW65_MOG_0060/PHT69,106.57321673830269,B_105
PHW65_MOG_0061/LH195,121.82974007889655,B_120
PHW65_MOG_0061/PHT69,104.48612764683119,B_103
PHW65_MOG_0062/LH195,121.82974007889655,B_120
PHW65_MOG_0062/PHT69,104.48612764683119,B_103
PHW65_MOG_0063/LH195,121.82974007889655,B_120
PHW65_MOG_0063/PHT69,105.35426900677508,B_105
PHW65_MOG_0064/LH195,121.82974007889655,B_120
PHW65_MOG_0064/PHT69,112.56292221516694,B_112
PHW65_MOG_0067/PHT69,104.48612764683119,B_103
PHW65_MOG_0068/LH195,121.82974007889655,B_120
PHW65_MOG_0068/PHT69,105.35426900677508,B_105
PHW65_MOG_0069/LH195,119.7715754235588,B_120
PHW65_MOG_0069/PHT69,105.35426900677508,B_105
PHW65_MOG_0071/LH195,119.7715754235588,B_120
PHW65_MOG_0071/PHT69,107.7921644698303,B_108
PHW65_MOG_0072/LH195,121.82974007889655,B_120
PHW65_MOG_0072/PHT69,105.2537296289882,B_105
PHW65_MOG_0075/LH195,121.82974007889655,B_120
PHW65_MOG_0075/PHT69,105.35426900677508,B_105
PHW65_MOG_0079/LH195,123.98911065077101,B_120
PHW65_MOG_0079/PHT69,107.37144929184905,B_108
PHW65_MOG_0082/LH195,123.98911065077101,B_120
PHW65_MOG_0082/PHT69,105.35426900677508,B_105
PHW65_MOG_0085/LH195,123.98911065077101,B_120
PHW65_MOG_0085/PHT69,110.4231510395368,B_110
PHW65_MOG_0086/LH195,123.88790473423431,B_120
PHW65_MOG_0086/PHT69,104.48612764683119,B_103
PHW65_MOG_0087/LH195,117.03871218838759,B_115
PHW65_MOG_0087/PHT69,105.2537296289882,B_105
PHW65_MOG_0089/LH195,119.7715754235588,B_120
PHW65_MOG_0089/PHT69,105.35426900677508,B_105
PHW65_MOG_0096/LH195,121.82974007889655,B_120
PHW65_MOG_0096/PHT69,106.57321673830269,B_105
PHW65_MOG_0098/LH195,123.88790473423431,B_120
PHW65_MOG_0098/PHT69,107.37144929184905,B_108
PHW65_MOG_0106/LH195,121.82974007889655,B_120
PHW65_MOG_0106/PHT69,103.6179862868873,B_103
PHW65_MOG_0108/LH195,123.98911065077101,B_120
PHW65_MOG_0108/PHT69,105.35426900677508,B_105
PHW65_MOG_0109/LH195,124.0903165673077,B_120
PHW65_MOG_0109/PHT69,109.388629576923,B_108
PHW65_MOG_0111/LH195,124.24285668467931,B_120
PHW65_MOG_0111/PHT69,105.35426900677508,B_105
PHW65_MOG_0115/LH195,119.7715754235588,B_120
PHW65_MOG_0115/PHT69,108.40597075446286,B_108
PHW65_MOG_0116/LH195,122.18469202934156,B_120
PHW65_MOG_0116/PHT69,107.37144929184905,B_108
PHW65_MOG_0117/LH195,119.7715754235588,B_120
PHW65_MOG_0117/PHT69,109.388629576923,B_108
PHW65_MOG_0118/LH195,119.7715754235588,B_120
PHW65_MOG_0118/PHT69,106.57321673830269,B_105
PHW65_MOG_0119/LH195,114.3523852234753,B_115
PHW65_MOG_0119/PHT69,105.35426900677508,B_105
PHW65_MOG_0121/LH195,121.82974007889655,B_120
PHW65_MOG_0121/PHT69,110.4231510395368,B_110
PHW65_MOG_0122/LH195,123.98911065077101,B_120
PHW65_MOG_0122/PHT69,108.59039702337665,B_108
PHW65_MOG_0124/LH195,123.88790473423431,B_120
PHW65_MOG_0124/PHT69,105.35426900677508,B_105
PHW65_MOG_0125/LH195,114.30584895321638,B_115
PHW65_MOG_0125/PHT69,111.45767250215061,B_110
PHW65_MOG_0126/LH195,123.88790473423431,B_120
PHW65_MOG_0126/PHT69,105.35426900677508,B_105
PHW65_MOG_0127/LH195,119.7715754235588,B_120
PHW65_MOG_0127/PHT69,106.57321673830269,B_105
PHW65_MOG_0128/LH195,123.88790473423431,B_120
PHW65_MOG_0128/PHT69,103.6179862868873,B_103
PHW65_MOG_0129/PHT69,105.35426900677508,B_105
PHW65_MOG_0130/LH195,123.88790473423431,B_120
PHW65_MOG_0130/PHT69,106.57321673830269,B_105
PHW65_MOG_0132/LH195,121.82974007889655,B_120
PHW65_MOG_0132/PHT69,109.388629576923,B_108
PHW65_MOG_0133/LH195,123.88790473423431,B_120
PHW65_MOG_0133/PHT69,115.61462396285471,B_115
PHW65_MOG_0137/LH185,112.76338805617405,B_112
PHW65_MOG_0137/LH195,121.82974007889655,B_120
PHW65_MOG_0137/LH198,118.4279333743936,B_120
PHW65_MOG_0137/LH244,125.79848227556151,B_120
PHW65_MOG_0137/PHB47,118.75013021991856,B_120
PHW65_MOG_0137/PHT69,105.35426900677508,B_105
PHW65_MOG_0138/LH195,121.82974007889655,B_120
PHW65_MOG_0138/PHT69,109.388629576923,B_108
PHW65_MOG_0139/LH195,117.03871218838759,B_115
PHW65_MOG_0139/PHT69,109.388629576923,B_108
PHW65_MOG_0140/LH195,117.03871218838759,B_115
PHW65_MOG_0142/LH195,123.98911065077101,B_120
PHW65_MOG_0142/PHT69,109.388629576923,B_108
PHW65_MOG_0143/LH195,119.7715754235588,B_120
PHW65_MOG_0143/PHT69,107.37144929184905,B_108
PHW65_MOG_0145/LH195,121.82974007889655,B_120
PHW65_MOG_0145/PHT69,107.7921644698303,B_108
PHW65_MOG_0146/LH195,121.82974007889655,B_120
PHW65_MOG_0146/PHT69,108.59039702337665,B_108
PHW65_MOG_0148/LH195,121.82974007889655,B_120
PHW65_MOG_0148/PHT69,105.2537296289882,B_105
PHW65_MOG_0150/LH195,123.88790473423431,B_120
PHW65_MOG_0150/PHT69,105.35426900677508,B_105
PHW65_MOG_0152/LH195,119.7715754235588,B_120
PHW65_MOG_0152/PHT69,105.35426900677508,B_105
PHW65_MOG_0153/LH195,122.18469202934156,B_120
PHW65_MOG_0153/PHT69,107.37144929184905,B_108
PHW65_MOG_0155/LH195,121.82974007889655,B_120
PHW65_MOG_0155/PHT69,108.59039702337665,B_108
PHW65_MOG_0156/LH195,119.7715754235588,B_120
PHW65_MOG_0156/PHT69,105.2537296289882,B_105
PHW65_MOG_0157/LH195,117.03871218838759,B_115
PHW65_MOG_0157/PHT69,108.40597075446286,B_108
PHW65_MOG_0159/LH195,124.59780863512431,B_120
PHW65_MOG_0159/PHT69,105.35426900677508,B_105
PHW65_MOG_0160/LH195,119.7715754235588,B_120
PHW65_MOG_0160/PHT69,107.37144929184905,B_108
PHW65_MOG_0162/LH195,123.88790473423431,B_120
PHW65_MOG_0162/PHT69,108.59039702337665,B_108
PHW65_MOG_0163/LH195,117.03871218838759,B_115
PHW65_MOG_0163/PHT69,109.388629576923,B_108
PHW65_MOG_0170/LH195,123.88790473423431,B_120
PHW65_MOG_0170/PHT69,107.7921644698303,B_108
PHW65_MOG_0172/LH195,121.93094599543325,B_120
PHW65_MOG_0172/PHT69,107.7921644698303,B_108
PHW65_MOG_0173/LH195,124.344062601216,B_120
PHW65_MOG_0173/PHT69,107.7921644698303,B_108
PHW65_MOG_0175/LH195,123.88790473423431,B_120
PHW65_MOG_0175/PHT69,105.35426900677508,B_105
PHW65_MOG_0176/LH195,117.03871218838759,B_115
PHW65_MOG_0176/LH198,120.45754333603601,B_120
PHW65_MOG_0176/LH244,126.13108057256335,B_130
PHW65_MOG_0176/PHB47,118.75013021991856,B_120
PHW65_MOG_0176/PHT69,105.2537296289882,B_105
PHW65_MOG_0178/LH195,123.98911065077101,B_120
PHW65_MOG_0178/PHT69,108.59039702337665,B_108
PHW65_MOG_0179/LH195,123.88790473423431,B_120
PHW65_MOG_0179/PHT69,107.7921644698303,B_108
PHW65_MOG_0180/LH195,121.82974007889655,B_120
PHW65_MOG_0180/PHT69,109.388629576923,B_108
PHW65_MOG_0181/LH195,123.98911065077101,B_120
PHW65_MOG_0181/PHT69,107.37144929184905,B_108
PHW65_MOG_0183/LH195,123.88790473423431,B_120
PHW65_MOG_0183/PHT69,105.35426900677508,B_105
PHW65_MOG_0190/LH195,124.24285668467931,B_120
PHW65_MOG_0190/PHT69,108.59039702337665,B_108
PHW65_MOG_0191/LH195,124.24285668467931,B_120
PHW65_MOG_0191/PHT69,105.35426900677508,B_105
PHW65_MOG_0192/LH195,123.88790473423431,B_120
PHW65_MOG_0192/PHT69,105.15319025120131,B_105
PHW65_MOG_0194/LH195,119.7715754235588,B_120
PHW65_MOG_0194/PHT69,109.388629576923,B_108
PHW65_MOG_0195/LH195,119.7715754235588,B_120
PHW65_MOG_0195/PHT69,104.48612764683119,B_103
PHW65_MOG_0196/LH195,123.98911065077101,B_120
PHW65_MOG_0196/PHT69,109.388629576923,B_108
PHW65_MOG_0199/LH195,121.82974007889655,B_120
PHW65_MOG_0199/PHT69,104.3855882690443,B_103
PHW65_MOG_0200/LH195,121.82974007889655,B_120
PHW65_MOG_0200/PHT69,111.45767250215061,B_110
PHW65_MOG_0201/LH195,123.98911065077101,B_120
PHW65_MOG_0201/PHT69,109.388629576923,B_108
PHW65_MOG_0203/LH195,119.7715754235588,B_120
PHW65_MOG_0203/PHT69,105.15319025120131,B_105
PHW65_MOG_0206/LH195,119.7715754235588,B_120
PHW65_MOG_0206/PHT69,103.6179862868873,B_103
PHW65_MOG_0209/LH195,124.0903165673077,B_120
PHW65_MOG_0209/PHT69,105.35426900677508,B_105
PHW65_MOG_0213/LH195,121.82974007889655,B_120
PHW65_MOG_0213/PHT69,106.57321673830269,B_105
PHW65_MOG_0215/LH195,123.98911065077101,B_120
PHW65_MOG_0215/PHT69,106.57321673830269,B_105
PHW65_MOG_0217/LH195,123.98911065077101,B_120
PHW65_MOG_0217/PHT69,105.2537296289882,B_105
PHW65_MOG_0218/LH195,121.82974007889655,B_120
PHW65_MOG_0218/PHT69,105.35426900677508,B_105
PHW65_MOG_0221/LH195,124.24285668467931,B_120
PHW65_MOG_0221/PHT69,105.15319025120131,B_105
PHW65_MOG_0223/LH195,123.88790473423431,B_120
PHW65_MOG_0223/PHT69,104.48612764683119,B_103
PHW65_MOG_0224/LH195,124.344062601216,B_120
PHW65_MOG_0224/PHT69,105.35426900677508,B_105
PHW65_MOG_0232/LH195,121.82974007889655,B_120
PHW65_MOG_0232/PHT69,105.35426900677508,B_105
PHW65_MOG_0236/LH195,124.59780863512431,B_120
PHW65_MOG_0236/PHT69,105.35426900677508,B_105
PHW65_MOG_0241/LH195,122.18469202934156,B_120
PHW65_MOG_0241/PHT69,104.48612764683119,B_103
PHW65_MOG_0242/PHT69,115.61462396285471,B_115
PHW65_MOG_0250/LH195,134.33951761785954,B_130
PHW65_MOG_0250/PHT69,107.7921644698303,B_108
PHW65_MOG_0253/PHT69,105.35426900677508,B_105
PHW65_MOG_0262/LH195,121.93094599543325,B_120
PHW65_MOG_0262/PHT69,103.6179862868873,B_103
PHW65_MOG_0266/LH195,123.88790473423431,B_120
